alpha	beta	alpha=beta	LRT	p-value	Total branch length
1.850056423353106	0.0	1.316715126459041	1.263751427755516	0.2609421892763397	0
1.759935673550801	0.0	1.338555694801545	0.9710202833017689	0.3244258550178497	0
0.9628417207816646	0.0	0.6759821324153256	0.6582640067788752	0.4171734839777493	0
0.0	0.0	0.0	0.0	1.0	0
0.78356596473515	0.0	0.5866975609047288	0.5523009867468502	0.4573790335073188	0
0.0	0.0	0.0	0.0	1.0	0
3.331894381555087	0.0	2.036890188891029	2.208849639742773	0.1372209612641804	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-7.429724099949908e-06	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
3.742996192447335	0.0	1.669365444158172	2.258687383096095	0.1328666373076924	0
0.0	0.0	0.0	0.0	1.0	0
1.648442146889367	0.0	0.9407655792849792	1.069073267032589	0.3011548667194329	0
0.0	0.0	0.0	-3.668624970032397e-06	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.848829779966328	0.0	1.256937288328194	1.281824035483826	0.2575601621293624	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.358795535484066	0.0	1.605128343010418	1.572652976443337	0.2098221552207372	0
1.258755296126124	0.0	0.7503649790801287	0.9835955488631143	0.3213127323651784	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.9392939441215453	0.0	0.7025360417104808	0.5520968167585565	0.4574621994922357	0
2.664988142168694	0.0	1.089127473390869	1.527560138034453	0.2164789942268568	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.864800378113133	0.0	1.174506725721897	1.47781445698603	0.2241167841533062	0
0.8147860050077241	0.0	0.6082442849880028	0.5784407499639457	0.4469241470131353	0
0.8137094750057781	0.0	0.6123149256906747	0.5656645786750438	0.4519868589549016	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.808751738995067	2.971291200852756	2.10394069403213	0.1459200267870493	0.7024652221498122	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.033278028296423	2.880381518869374	2.268318055854432	0.07237764662993129	0.7879058735093876	0
0.0	0.0	0.0	0.0	1.0	0
4.367886757147533	0.0	1.997349122957196	2.707887111414774	0.09985316588492621	0
3.041675531332215	0.0	1.260220327719412	1.405970364198472	0.2357264892799158	0
1.236226790261287	0.0	0.815302558811429	0.8714048394696228	0.3505666831628694	0
0.0	0.0	0.0	-1.127344063078795e-05	1.0	0
1.604456619877453	0.0	0.8536001632413318	1.123424932334462	0.2891821709629789	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8057250859629325	0.0	0.5987166049598137	0.5704386895757185	0.4500846455317524	0
1.317265319948402	0.0	0.8362769991313672	0.852560841536409	0.3558288962231159	0
0.0	0.0	0.0	0.0	1.0	0
2.082500849342661	0.0	1.33131957739533	1.596144054779334	0.2064505115492871	0
1.27202959067282	0.0	0.7586931988679495	0.9733230649230435	0.3238528121763506	0
0.0	0.0	0.0	0.0	1.0	0
2.595917605494661	0.0	1.351693834772254	1.795421124594061	0.1802670458360215	0
0.9476954416899719	0.0	0.6735891421293302	0.636279927092243	0.425061108610868	0
0.0	0.0	0.0	0.0	1.0	0
1.236226790261287	0.0	0.815302558811429	0.8714048394696228	0.3505666831628694	0
2.164279880361116	0.0	1.443499522728181	1.385773534881242	0.2391201471669412	0
0.0	0.0	0.0	0.0	1.0	0
2.659182265153531	0.0	1.738944910432448	1.635511366313402	0.2009424407560302	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-1.155609583847195e-05	1.0	0
0.0	0.0	0.0	-1.385233237627403e-05	1.0	0
1.006357463998441	2.895173711124469	1.513846402535832	0.5071322880929543	0.4763829087246512	0
0.0	0.0	0.0	-1.407624235838512e-05	1.0	0
2.398402179416536	0.0	1.103552129196915	1.34378933474601	0.2463668153878692	0
0.0	0.0	0.0	-1.241920370276262e-05	1.0	0
0.0	0.0	0.0	-9.161279479030782e-06	1.0	0
0.0	0.0	0.0	-1.152436245988042e-05	1.0	0
0.0	0.0	0.0	-1.009200606816307e-05	1.0	0
0.0	0.0	0.0	-4.18994562423336e-06	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.488699348730313	2.630680030559171	1.932553293330863	0.1487495567067185	0.6997332020533023	0
0.9142438154545444	0.0	0.6868359114101011	0.5611989091313045	0.4537775868825985	0
4.795036688413964	0.0	1.806942901084934	2.07277829104402	0.1499481451956992	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-8.503634825629547e-06	1.0	0
0.0	0.0	0.0	-7.519624158902616e-06	1.0	0
0.0	0.0	0.0	-1.508250005599621e-05	1.0	0
0.0	0.5756790696938031	0.0	0.01514011897538481	0.9020713127690866	0
2.000234735076295	0.0	1.387897238932299	1.345416020620686	0.2460810957681754	0
0.0	0.0	0.0	-1.46538401573082e-05	1.0	0
3.435515475785567	0.0	2.364959350702022	1.847654774527406	0.1740564045768254	0
0.0	0.0	0.0	-1.170144201267931e-05	1.0	0
3.312311651047419	0.0	1.608556456155951	2.536158723710351	0.1112651799739863	0
0.7779867183790148	0.0	0.5918854558612683	0.5228655790206602	0.4696218608142654	0
0.9473430991846202	0.0	0.6740305999580266	0.630900671010366	0.4270251342948916	0
1.316484621768162	0.0	0.8298036586960522	0.9295926229712492	0.3349688041729715	0
1.372961927314495	0.0	0.963288708441055	0.916289375113422	0.3384511511610672	0
3.494397779169823	0.0	1.398469924624063	1.800455073832161	0.1796574884740993	0
0.0	0.0	0.0	0.0	1.0	0
0.0	2.739475316148896	1.217043690441232	1.648541132873765	0.1991576071214548	0
1.469539728978869	0.0	0.0	0.5114820218153611	0.4744980030721362	0
3.771238146506033	0.0	1.787643265298767	2.093287684674108	0.1479473852155235	0
6.689572350453828	0.0	3.894996435434798	3.895373691974591	0.04841926631562454	0
0.0	0.0	0.0	0.0	1.0	0
1.576389246098117	0.0	0.9054788594780784	1.040639696385256	0.3076727421816373	0
4.267567221983648	0.0	1.993510078694691	2.334852028682754	0.1265070111951242	0
0.0	0.0	0.0	-1.142128897058114e-05	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.189718248653953	0.0	1.408969041597986	1.564172065064419	0.2110553938677889	0
0.0	0.0	0.0	-1.127344063078795e-05	1.0	0
3.04281460005951	0.0	1.205967362737373	1.488696983076537	0.2224187404314281	0
0.9476954416899719	0.0	0.6725089999786913	0.635093921695999	0.4254929631646897	0
0.0	0.0	0.0	-1.005462367231758e-05	1.0	0
1.587545723212574	0.0	0.9079092661644879	1.000770141651493	0.3171242279161416	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-9.234849908779097e-06	1.0	0
4.399253349718439	0.0	2.076188748305669	2.538151643661765	0.1111248048355552	0
4.367886757147533	0.0	2.020275802408964	2.664603360681586	0.102603400170721	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-8.912550406137143e-06	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.9284072975899303	0.0	0.6707501466049968	0.6296086379111188	0.4274989044550573	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
20.8837552258126	0.0	4.274905309088653	5.431028506817327	0.01978202514023786	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.86043479590591	0.0	2.022245342506027	1.87574354491478	0.1708187113286227	0
6.032923994949326	0.0	2.268751070924951	2.881429499855127	0.08960644168370757	0
0.0	0.0	0.0	0.0	1.0	0
2.613048784056887	0.0	1.436381790007914	1.55966652431572	0.2117140542618419	0
2.497638972465195	0.0	1.621866076659807	1.575660238343705	0.2093869102836824	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.7939785209660708	0.0	0.6001815914194385	0.5360567255975326	0.4640715574789215	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.00412464590176	0.0	1.080173393366877	1.442889450862605	0.2296723363107888	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.41919890206761	0.0	0.8396425532001311	0.9836671332318758	0.3212951239911489	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.9053342569013012	0.0	0.6347842096931127	0.6729104784062123	0.412038718515795	0
0.8540317318283802	0.0	0.6178467682844411	0.6192039960768021	0.4313432398878841	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.9476954416899719	0.0	0.6730040079695784	0.6415280811787838	0.423157998016212	0
0.0	0.0	0.0	0.0	1.0	0
1.730289509148173	0.0	1.06095910559266	0.9207285177107085	0.3372837600472448	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.938629760518256	0.0	0.6714059750641853	0.6230867409565022	0.4299025413650436	0
0.0	0.0	0.0	0.0	1.0	0
0.8137094750057781	0.0	0.6143209790028139	0.5591553682125028	0.4546007578795838	0
1.060273918198419	0.0	0.7257295153732705	0.6954976085971936	0.404300711316554	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.336938784087538	0.0	0.86698400539994	0.8228495394677147	0.3643483427159123	0
0.8358381145379339	0.0	0.6393110976247712	0.5152508291990188	0.4728746042745589	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.25304734629369	0.0	0.8143052348165832	0.8101069753467129	0.3680886253439886	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8240096257588941	0.0	0.6158676256346637	0.5608150706912536	0.4539320245681658	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
3.041675531332215	0.0	1.260220327719412	1.405970364198472	0.2357264892799158	0
0.8852936574532204	0.0	0.6198637581998826	0.6886550574356463	0.4066222226301968	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.253445514334465	0.0	0.8293318350524016	0.7770487147867762	0.3780452702227343	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.772936682624631	0.0	0.6121296991838756	0.458793683125883	0.4981882872340992	0
0.0	0.0	0.0	0.0	1.0	0
1.731553240998646	0.0	0.9300939828425947	1.17775724518601	0.2778130492701152	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
4.96437817400384	0.0	2.603072694270787	3.247962810262862	0.07151228791999864	0
0.0	0.0	0.0	0.0	1.0	0
2.164279880361116	0.0	1.394778298119495	1.663581894616463	0.1971203968572228	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	-1.283934619777938e-05	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.317265319948402	0.0	0.8362769991313672	0.852560841536409	0.3558288962231159	0
0.8897693789634831	0.0	0.6225907386294601	0.688701873507636	0.4066062729434488	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
3.464902787721171	0.0	2.252682726071805	2.187624434790727	0.1391237420088807	0
1.645624859848026	0.0	0.9589279894960039	1.030727474145241	0.3099878662122145	0
0.7070068440524027	0.0	0.5674546177119524	0.4324092573476612	0.510809124279884	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8910295038974122	0.0	0.6513185813947231	0.6081270604733504	0.4354938777416115	0
0.0	0.0	0.0	0.0	1.0	0
3.067797030679021	0.0	2.086433285258896	1.98846289632294	0.1585016899502503	0
0.6386079755348727	0.0	0.5205941527901407	0.384551652472414	0.5351772793203701	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.617564050706905	0.0	1.012281075363937	0.8725380422530193	0.3502536283266582	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.271999412648881	0.0	1.443802282029869	1.67859884864837	0.1951107367009302	0
0.0	0.0	0.0	0.0	1.0	0
1.246710628726602	0.0	0.812620896494984	0.8064084456364284	0.3691842298676308	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.25304734629369	0.0	0.8143052348165832	0.8101069753467129	0.3680886253439886	0
1.244578447898798	0.0	0.8443502161867475	0.8354231499792704	0.3607090416501307	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.986333346065775	0.0	1.379439782784928	1.375786886309097	0.24082009955427	0
19.94898639186579	0.0	3.119544308830426	6.538181674842157	0.0105583213301953	0
0.0	0.0	0.0	0.0	1.0	0
1.647312239369773	0.0	0.8661721041504136	1.226183640081636	0.2681505151110745	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
3.04281460005951	0.0	1.173349877550967	1.537047241055701	0.2150578531282598	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.9309328990744973	0.0	0.7010368429186259	0.5464981009294867	0.4597521090830369	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8500719545246334	0.0	0.6248025843305367	0.5973864031310434	0.4395769728337183	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.7110903185791769	0.0	0.5692552305679368	0.4280715634829644	0.5129367229326894	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
2.248688344687952	0.0	1.067323653392209	1.340175618607599	0.2470029999583488	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8794183643384256	0.0	0.6430405519269874	0.5990711572895471	0.4389326413007963	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.8100951074489138	0.0	0.6242031993989366	0.5067407408783353	0.4765531785001714	0
0.8879515468334902	0.0	0.6236716343072988	0.6732965609037684	0.411904631512755	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.963793508241691	0.0	1.382701390733059	1.310542519594787	0.2522964527941224	0
0.0	0.0	0.0	0.0	1.0	0
5.212311285574965	0.0	1.391670342216696	2.073954808131194	0.1498325487576796	0
0.8897693789634831	0.0	0.6225907386294601	0.688701873507636	0.4066062729434488	0
0.0	0.0	0.0	0.0	1.0	0
0.8667738712492502	0.0	0.6789472732297163	0.4685528755036223	0.4936536678621678	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.569052664536977	0.0	0.819519592422762	1.196354567984535	0.2740515019854552	0
0.829186138843129	0.0	0.6199445442682069	0.5663684675539038	0.4517056101280644	0
0.0	0.0	0.0	0.0	1.0	0
0.9126748349424949	0.0	0.6403824421634429	0.6943079371710894	0.4047029454472175	0
0.9898110555999927	0.0	0.7027583000122117	0.6698826407909486	0.4130925268296869	0
0.0	0.0	0.0	0.0	1.0	0
2.992765638520772	0.0	1.797181475421851	1.731361489454322	0.1882371161989245	0
1.726213673659115	0.0	0.896522186533441	1.249020145597632	0.2637397067612728	0
0.0	0.0	0.0	0.0	1.0	0
0.8070989928322886	0.0	0.5983928216576643	0.5541998840025855	0.4566066836333315	0
2.488179944994078	0.0	1.511622791030551	1.54555846333534	0.213792331672973	0
1.262827186159849	0.0	0.8355103555123095	0.7819160667229408	0.3765557784057799	0
0.0	0.0	0.0	0.0	1.0	0
1.885650921045419	0.0	1.092897057375501	0.9692377357756534	0.3248703590347175	0
0.0	0.0	0.0	0.0	1.0	0
3.656668275961095	0.0	1.988758961346735	2.033736235816558	0.1538420060076282	0
0.0	0.0	0.0	0.0	1.0	0
4.019888709023961	0.0	1.501684309126637	1.570107861116966	0.2101913504184096	0
1.472289429182731	0.0	0.8948739988051242	0.945048992165253	0.3309827438233803	0
4.490744855972346	0.0	2.252494786828779	2.450188352747894	0.1175107668589424	0
1.880693405404936	0.0	1.338692076170177	1.253121773298258	0.2629570721175193	0
0.0	0.0	0.0	0.0	1.0	0
1.502821828127365	0.0	0.8988422061265773	0.9542359717726772	0.3286434058950026	0
0.8081253894291516	0.0	0.6052448560516867	0.5526472809898593	0.457238029603533	0
4.201278899944104	0.0	2.28070640111687	2.054379491045559	0.1517690727083906	0
3.693787972990635	0.0	2.418356237091927	2.311785709374863	0.1283964702721028	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.7070068440524027	0.0	0.5674546177119524	0.4324092573476612	0.510809124279884	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.345254520551476	0.0	0.7998247557076383	0.995505043012475	0.3184006058912081	0
0.0	0.0	0.0	0.0	1.0	0
2.370772670788953	0.0	1.771244306300058	1.57486188244313	0.2095023530575402	0
0.0	0.0	0.0	0.0	1.0	0
0.9014172785163904	0.0	0.6571579220730049	0.6047386169732789	0.4367757194195561	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.507167689737401	0.0	0.8578398698721208	1.041177592813586	0.3075477531262485	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.933675600448518	0.0	1.360981397887717	1.290669842466148	0.2559245439847857	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
0.0	0.0	0.0	0.0	1.0	0
1.36080524772965	0.0	0.8113408495963819	0.9583155051367527	0.3276116503112484	0
12.89974693286176	0.0	2.759028620817292	4.246096771754448	0.03934065118901364	0
7.552122375204998	0.0	2.632930736656417	3.419797032714868	0.06441893293373169	0
0.0	0.0	0.0	0.0	1.0	0
